,"rho(0,0)","rho(0,1)","rho(0,2)","rho(0,3)","rho(1,0)","rho(1,1)","rho(1,2)","rho(1,3)","rho(2,0)","rho(2,1)","rho(2,2)","rho(2,3)","rho(3,0)","rho(3,1)","rho(3,2)","rho(3,3)"
14357,(0.279503276491964+0j),0j,0j,0j,0j,(0.22049672350803592+0j),(0.059006552983928096+0j),0j,0j,(0.059006552983928096+0j),(0.22049672350803592+0j),0j,0j,0j,0j,(0.279503276491964+0j)
14358,(0.2394450560244753+0j),0j,0j,0j,0j,(0.2605549439755247+0j),(-0.0211098879510494+0j),0j,0j,(-0.0211098879510494+0j),(0.2605549439755247+0j),0j,0j,0j,0j,(0.2394450560244753+0j)
14359,(0.06447939709302729+0j),0j,0j,0j,0j,(0.43552060290697264+0j),(-0.37104120581394534+0j),0j,0j,(-0.37104120581394534+0j),(0.43552060290697264+0j),0j,0j,0j,0j,(0.06447939709302729+0j)
14360,(0.20410586632254543+0j),0j,0j,0j,0j,(0.29589413367745454+0j),(-0.09178826735490914+0j),0j,0j,(-0.09178826735490914+0j),(0.29589413367745454+0j),0j,0j,0j,0j,(0.20410586632254543+0j)
14361,(0.32132462183665506+0j),0j,0j,0j,0j,(0.17867537816334497+0j),(0.14264924367331008+0j),0j,0j,(0.14264924367331008+0j),(0.17867537816334497+0j),0j,0j,0j,0j,(0.32132462183665506+0j)
14362,(0.2976790148337184+0j),0j,0j,0j,0j,(0.2023209851662816+0j),(0.09535802966743678+0j),0j,0j,(0.09535802966743678+0j),(0.2023209851662816+0j),0j,0j,0j,0j,(0.2976790148337184+0j)
14363,(0.17509558313744303+0j),0j,0j,0j,0j,(0.32490441686255694+0j),(-0.14980883372511392+0j),0j,0j,(-0.14980883372511392+0j),(0.32490441686255694+0j),0j,0j,0j,0j,(0.17509558313744303+0j)
14364,(0.2848274407941608+0j),0j,0j,0j,0j,(0.21517255920583922+0j),(0.06965488158832156+0j),0j,0j,(0.06965488158832156+0j),(0.21517255920583922+0j),0j,0j,0j,0j,(0.2848274407941608+0j)
14365,(0.30336368716891593+0j),0j,0j,0j,0j,(0.19663631283108407+0j),(0.10672737433783186+0j),0j,0j,(0.10672737433783186+0j),(0.19663631283108407+0j),0j,0j,0j,0j,(0.30336368716891593+0j)
14366,(0.15745830644112907+0j),0j,0j,0j,0j,(0.34254169355887093+0j),(-0.18508338711774186+0j),0j,0j,(-0.18508338711774186+0j),(0.34254169355887093+0j),0j,0j,0j,0j,(0.15745830644112907+0j)
14367,(0.15089305934832875+0j),0j,0j,0j,0j,(0.34910694065167125+0j),(-0.1982138813033425+0j),0j,0j,(-0.1982138813033425+0j),(0.34910694065167125+0j),0j,0j,0j,0j,(0.15089305934832875+0j)
14368,(0.049690317758094425+0j),0j,0j,0j,0j,(0.4503096822419056+0j),(-0.4006193644838112+0j),0j,0j,(-0.4006193644838112+0j),(0.4503096822419056+0j),0j,0j,0j,0j,(0.049690317758094425+0j)
14369,(0.1995667195531966+0j),0j,0j,0j,0j,(0.30043328044680334+0j),(-0.10086656089360671+0j),0j,0j,(-0.10086656089360671+0j),(0.30043328044680334+0j),0j,0j,0j,0j,(0.1995667195531966+0j)
14370,(0.09289139696688789+0j),0j,0j,0j,0j,(0.4071086030331121+0j),(-0.3142172060662242+0j),0j,0j,(-0.3142172060662242+0j),(0.4071086030331121+0j),0j,0j,0j,0j,(0.09289139696688789+0j)
14371,(0.24580814422867903+0j),0j,0j,0j,0j,(0.254191855771321+0j),(-0.008383711542641947+0j),0j,0j,(-0.008383711542641947+0j),(0.254191855771321+0j),0j,0j,0j,0j,(0.24580814422867903+0j)
14372,(0.33088270991707447+0j),0j,0j,0j,0j,(0.16911729008292553+0j),(0.16176541983414894+0j),0j,0j,(0.16176541983414894+0j),(0.16911729008292553+0j),0j,0j,0j,0j,(0.33088270991707447+0j)
14373,(0.09862207776724514+0j),0j,0j,0j,0j,(0.40137792223275487+0j),(-0.30275584446550974+0j),0j,0j,(-0.30275584446550974+0j),(0.40137792223275487+0j),0j,0j,0j,0j,(0.09862207776724514+0j)
14374,(0.015982626689799467+0j),0j,0j,0j,0j,(0.4840173733102005+0j),(-0.468034746620401+0j),0j,0j,(-0.468034746620401+0j),(0.4840173733102005+0j),0j,0j,0j,0j,(0.015982626689799467+0j)
14375,(0.24582400864610862+0j),0j,0j,0j,0j,(0.2541759913538914+0j),(-0.008351982707782776+0j),0j,0j,(-0.008351982707782776+0j),(0.2541759913538914+0j),0j,0j,0j,0j,(0.24582400864610862+0j)
14376,(0.28992596233462203+0j),0j,0j,0j,0j,(0.21007403766537788+0j),(0.07985192466924418+0j),0j,0j,(0.07985192466924418+0j),(0.21007403766537788+0j),0j,0j,0j,0j,(0.28992596233462203+0j)
14377,(0.2118137652394045+0j),0j,0j,0j,0j,(0.28818623476059546+0j),(-0.07637246952119092+0j),0j,0j,(-0.07637246952119092+0j),(0.28818623476059546+0j),0j,0j,0j,0j,(0.2118137652394045+0j)
14378,(0.04620945585942987+0j),0j,0j,0j,0j,(0.45379054414057013+0j),(-0.40758108828114026+0j),0j,0j,(-0.40758108828114026+0j),(0.45379054414057013+0j),0j,0j,0j,0j,(0.04620945585942987+0j)
14379,(0.13258680196987824+0j),0j,0j,0j,0j,(0.36741319803012173+0j),(-0.2348263960602435+0j),0j,0j,(-0.2348263960602435+0j),(0.36741319803012173+0j),0j,0j,0j,0j,(0.13258680196987824+0j)
14380,(0.2651559232083156+0j),0j,0j,0j,0j,(0.23484407679168445+0j),(0.030311846416631136+0j),0j,0j,(0.030311846416631136+0j),(0.23484407679168445+0j),0j,0j,0j,0j,(0.2651559232083156+0j)
14381,(0.32684494321710167+0j),0j,0j,0j,0j,(0.17315505678289833+0j),(0.15368988643420334+0j),0j,0j,(0.15368988643420334+0j),(0.17315505678289833+0j),0j,0j,0j,0j,(0.32684494321710167+0j)
14382,(0.06531052163168442+0j),0j,0j,0j,0j,(0.43468947836831556+0j),(-0.3693789567366311+0j),0j,0j,(-0.3693789567366311+0j),(0.43468947836831556+0j),0j,0j,0j,0j,(0.06531052163168442+0j)
14383,(0.09106990989623477+0j),0j,0j,0j,0j,(0.40893009010376524+0j),(-0.3178601802075305+0j),0j,0j,(-0.3178601802075305+0j),(0.40893009010376524+0j),0j,0j,0j,0j,(0.09106990989623477+0j)
14384,(0.3311497922727546+0j),0j,0j,0j,0j,(0.16885020772724538+0j),(0.16229958454550922+0j),0j,0j,(0.16229958454550922+0j),(0.16885020772724538+0j),0j,0j,0j,0j,(0.3311497922727546+0j)
14385,(0.32105720359506973+0j),0j,0j,0j,0j,(0.17894279640493027+0j),(0.14211440719013946+0j),0j,0j,(0.14211440719013946+0j),(0.17894279640493027+0j),0j,0j,0j,0j,(0.32105720359506973+0j)
14386,(0.30215016430693364+0j),0j,0j,0j,0j,(0.1978498356930664+0j),(0.10430032861386723+0j),0j,0j,(0.10430032861386723+0j),(0.1978498356930664+0j),0j,0j,0j,0j,(0.30215016430693364+0j)
14387,(0.15918377653085813+0j),0j,0j,0j,0j,(0.34081622346914187+0j),(-0.18163244693828373+0j),0j,0j,(-0.18163244693828373+0j),(0.34081622346914187+0j),0j,0j,0j,0j,(0.15918377653085813+0j)
14388,(0.035276697636408574+0j),0j,0j,0j,0j,(0.4647233023635914+0j),(-0.4294466047271828+0j),0j,0j,(-0.4294466047271828+0j),(0.4647233023635914+0j),0j,0j,0j,0j,(0.035276697636408574+0j)
14389,(0.11663077568893428+0j),0j,0j,0j,0j,(0.38336922431106574+0j),(-0.2667384486221315+0j),0j,0j,(-0.2667384486221315+0j),(0.38336922431106574+0j),0j,0j,0j,0j,(0.11663077568893428+0j)
14390,(0.23199643156038594+0j),0j,0j,0j,0j,(0.2680035684396141+0j),(-0.03600713687922816+0j),0j,0j,(-0.03600713687922816+0j),(0.2680035684396141+0j),0j,0j,0j,0j,(0.23199643156038594+0j)
14391,(0.27344978601357944+0j),0j,0j,0j,0j,(0.22655021398642058+0j),(0.04689957202715885+0j),0j,0j,(0.04689957202715885+0j),(0.22655021398642058+0j),0j,0j,0j,0j,(0.27344978601357944+0j)
14392,(0.31463565036506885+0j),0j,0j,0j,0j,(0.18536434963493106+0j),(0.12927130073013782+0j),0j,0j,(0.12927130073013782+0j),(0.18536434963493106+0j),0j,0j,0j,0j,(0.31463565036506885+0j)
14393,(0.2211540349023978+0j),0j,0j,0j,0j,(0.27884596509760223+0j),(-0.05769193019520443+0j),0j,0j,(-0.05769193019520443+0j),(0.27884596509760223+0j),0j,0j,0j,0j,(0.2211540349023978+0j)
14394,(0.10434212627465846+0j),0j,0j,0j,0j,(0.39565787372534156+0j),(-0.2913157474506831+0j),0j,0j,(-0.2913157474506831+0j),(0.39565787372534156+0j),0j,0j,0j,0j,(0.10434212627465846+0j)
14395,(0.28753309284136874+0j),0j,0j,0j,0j,(0.2124669071586313+0j),(0.07506618568273742+0j),0j,0j,(0.07506618568273742+0j),(0.2124669071586313+0j),0j,0j,0j,0j,(0.28753309284136874+0j)
14396,(0.1921578765214121+0j),0j,0j,0j,0j,(0.30784212347858786+0j),(-0.11568424695717573+0j),0j,0j,(-0.11568424695717573+0j),(0.30784212347858786+0j),0j,0j,0j,0j,(0.1921578765214121+0j)
14397,(0.3119693403759511+0j),0j,0j,0j,0j,(0.18803065962404894+0j),(0.12393868075190215+0j),0j,0j,(0.12393868075190215+0j),(0.18803065962404894+0j),0j,0j,0j,0j,(0.3119693403759511+0j)
14398,(0.05372656806092794+0j),0j,0j,0j,0j,(0.4462734319390721+0j),(-0.39254686387814414+0j),0j,0j,(-0.39254686387814414+0j),(0.4462734319390721+0j),0j,0j,0j,0j,(0.05372656806092794+0j)
14399,(0.029868266235235297+0j),0j,0j,0j,0j,(0.47013173376476475+0j),(-0.44026346752952944+0j),0j,0j,(-0.44026346752952944+0j),(0.47013173376476475+0j),0j,0j,0j,0j,(0.029868266235235297+0j)
14400,(0.11898880700563366+0j),0j,0j,0j,0j,(0.3810111929943663+0j),(-0.2620223859887327+0j),0j,0j,(-0.2620223859887327+0j),(0.3810111929943663+0j),0j,0j,0j,0j,(0.11898880700563366+0j)
14401,(0.3128304414684326+0j),0j,0j,0j,0j,(0.1871695585315674+0j),(0.1256608829368652+0j),0j,0j,(0.1256608829368652+0j),(0.1871695585315674+0j),0j,0j,0j,0j,(0.3128304414684326+0j)
14402,(0.2860977714101982+0j),0j,0j,0j,0j,(0.2139022285898018+0j),(0.07219554282039642+0j),0j,0j,(0.07219554282039642+0j),(0.2139022285898018+0j),0j,0j,0j,0j,(0.2860977714101982+0j)
14403,(0.003750663926430548+0j),0j,0j,0j,0j,(0.49624933607356947+0j),(-0.49249867214713894+0j),0j,0j,(-0.49249867214713894+0j),(0.49624933607356947+0j),0j,0j,0j,0j,(0.003750663926430548+0j)
14404,(0.2364589566807909+0j),0j,0j,0j,0j,(0.2635410433192091+0j),(-0.02708208663841819+0j),0j,0j,(-0.02708208663841819+0j),(0.2635410433192091+0j),0j,0j,0j,0j,(0.2364589566807909+0j)
14405,(0.03609654417440695+0j),0j,0j,0j,0j,(0.46390345582559306+0j),(-0.4278069116511861+0j),0j,0j,(-0.4278069116511861+0j),(0.46390345582559306+0j),0j,0j,0j,0j,(0.03609654417440695+0j)
14406,(0.17891756828753422+0j),0j,0j,0j,0j,(0.32108243171246575+0j),(-0.14216486342493156+0j),0j,0j,(-0.14216486342493156+0j),(0.32108243171246575+0j),0j,0j,0j,0j,(0.17891756828753422+0j)
14407,(0.0025088425420899674+0j),0j,0j,0j,0j,(0.49749115745791006+0j),(-0.4949823149158201+0j),0j,0j,(-0.4949823149158201+0j),(0.49749115745791006+0j),0j,0j,0j,0j,(0.0025088425420899674+0j)
14408,(0.1594131999574854+0j),0j,0j,0j,0j,(0.34058680004251457+0j),(-0.18117360008502917+0j),0j,0j,(-0.18117360008502917+0j),(0.34058680004251457+0j),0j,0j,0j,0j,(0.1594131999574854+0j)
14409,(0.1851056121815187+0j),0j,0j,0j,0j,(0.3148943878184813+0j),(-0.1297887756369626+0j),0j,0j,(-0.1297887756369626+0j),(0.3148943878184813+0j),0j,0j,0j,0j,(0.1851056121815187+0j)
14410,(0.0666421269895375+0j),0j,0j,0j,0j,(0.4333578730104626+0j),(-0.3667157460209251+0j),0j,0j,(-0.3667157460209251+0j),(0.4333578730104626+0j),0j,0j,0j,0j,(0.0666421269895375+0j)
14411,(0.28329132716918154+0j),0j,0j,0j,0j,(0.21670867283081846+0j),(0.06658265433836304+0j),0j,0j,(0.06658265433836304+0j),(0.21670867283081846+0j),0j,0j,0j,0j,(0.28329132716918154+0j)
14412,(0.17048788300458653+0j),0j,0j,0j,0j,(0.32951211699541344+0j),(-0.1590242339908269+0j),0j,0j,(-0.1590242339908269+0j),(0.32951211699541344+0j),0j,0j,0j,0j,(0.17048788300458653+0j)
14413,(0.2934825896228248+0j),0j,0j,0j,0j,(0.20651741037717525+0j),(0.08696517924564955+0j),0j,0j,(0.08696517924564955+0j),(0.20651741037717525+0j),0j,0j,0j,0j,(0.2934825896228248+0j)
14414,(0.24192268441028977+0j),0j,0j,0j,0j,(0.2580773155897102+0j),(-0.016154631179420433+0j),0j,0j,(-0.016154631179420433+0j),(0.2580773155897102+0j),0j,0j,0j,0j,(0.24192268441028977+0j)
14415,(0.1433931578545691+0j),0j,0j,0j,0j,(0.35660684214543087+0j),(-0.21321368429086177+0j),0j,0j,(-0.21321368429086177+0j),(0.35660684214543087+0j),0j,0j,0j,0j,(0.1433931578545691+0j)
14416,(0.27101232524884517+0j),0j,0j,0j,0j,(0.2289876747511548+0j),(0.042024650497690365+0j),0j,0j,(0.042024650497690365+0j),(0.2289876747511548+0j),0j,0j,0j,0j,(0.27101232524884517+0j)
14417,(0.263252378314344+0j),0j,0j,0j,0j,(0.23674762168565594+0j),(0.02650475662868808+0j),0j,0j,(0.02650475662868808+0j),(0.23674762168565594+0j),0j,0j,0j,0j,(0.263252378314344+0j)
14418,(0.3155042275633214+0j),0j,0j,0j,0j,(0.18449577243667853+0j),(0.1310084551266429+0j),0j,0j,(0.1310084551266429+0j),(0.18449577243667853+0j),0j,0j,0j,0j,(0.3155042275633214+0j)
14419,(0.2810468810273988+0j),0j,0j,0j,0j,(0.21895311897260125+0j),(0.06209376205479752+0j),0j,0j,(0.06209376205479752+0j),(0.21895311897260125+0j),0j,0j,0j,0j,(0.2810468810273988+0j)
14420,(0.294023758093637+0j),0j,0j,0j,0j,(0.205976241906363+0j),(0.08804751618727402+0j),0j,0j,(0.08804751618727402+0j),(0.205976241906363+0j),0j,0j,0j,0j,(0.294023758093637+0j)
14421,(0.30353265479232105+0j),0j,0j,0j,0j,(0.19646734520767892+0j),(0.10706530958464218+0j),0j,0j,(0.10706530958464218+0j),(0.19646734520767892+0j),0j,0j,0j,0j,(0.30353265479232105+0j)
14422,(0.12677910286823538+0j),0j,0j,0j,0j,(0.3732208971317646+0j),(-0.24644179426352922+0j),0j,0j,(-0.24644179426352922+0j),(0.3732208971317646+0j),0j,0j,0j,0j,(0.12677910286823538+0j)
14423,(0.16482932097274472+0j),0j,0j,0j,0j,(0.3351706790272553+0j),(-0.17034135805451056+0j),0j,0j,(-0.17034135805451056+0j),(0.3351706790272553+0j),0j,0j,0j,0j,(0.16482932097274472+0j)
14424,(0.03559703314647181+0j),0j,0j,0j,0j,(0.46440296685352817+0j),(-0.42880593370705633+0j),0j,0j,(-0.42880593370705633+0j),(0.46440296685352817+0j),0j,0j,0j,0j,(0.03559703314647181+0j)
14425,(0.18698528923575294+0j),0j,0j,0j,0j,(0.3130147107642471+0j),(-0.12602942152849414+0j),0j,0j,(-0.12602942152849414+0j),(0.3130147107642471+0j),0j,0j,0j,0j,(0.18698528923575294+0j)
14426,(0.05210914986020701+0j),0j,0j,0j,0j,(0.447890850139793+0j),(-0.395781700279586+0j),0j,0j,(-0.395781700279586+0j),(0.447890850139793+0j),0j,0j,0j,0j,(0.05210914986020701+0j)
14427,(0.2862090964522393+0j),0j,0j,0j,0j,(0.21379090354776067+0j),(0.07241819290447864+0j),0j,0j,(0.07241819290447864+0j),(0.21379090354776067+0j),0j,0j,0j,0j,(0.2862090964522393+0j)
14428,(0.16949913447174975+0j),0j,0j,0j,0j,(0.33050086552825025+0j),(-0.16100173105650048+0j),0j,0j,(-0.16100173105650048+0j),(0.33050086552825025+0j),0j,0j,0j,0j,(0.16949913447174975+0j)
14429,(0.12989050639249458+0j),0j,0j,0j,0j,(0.37010949360750545+0j),(-0.24021898721501087+0j),0j,0j,(-0.24021898721501087+0j),(0.37010949360750545+0j),0j,0j,0j,0j,(0.12989050639249458+0j)
14430,(0.061743908451276905+0j),0j,0j,0j,0j,(0.438256091548723+0j),(-0.3765121830974461+0j),0j,0j,(-0.3765121830974461+0j),(0.438256091548723+0j),0j,0j,0j,0j,(0.061743908451276905+0j)
14431,(0.011725717354949336+0j),0j,0j,0j,0j,(0.48827428264505063+0j),(-0.4765485652901013+0j),0j,0j,(-0.4765485652901013+0j),(0.48827428264505063+0j),0j,0j,0j,0j,(0.011725717354949336+0j)
14432,(0.014214753365275067+0j),0j,0j,0j,0j,(0.48578524663472494+0j),(-0.4715704932694499+0j),0j,0j,(-0.4715704932694499+0j),(0.48578524663472494+0j),0j,0j,0j,0j,(0.014214753365275067+0j)
14433,(0.32093133867670093+0j),0j,0j,0j,0j,(0.1790686613232991+0j),(0.14186267735340183+0j),0j,0j,(0.14186267735340183+0j),(0.1790686613232991+0j),0j,0j,0j,0j,(0.32093133867670093+0j)
14434,(0.07985323501661896+0j),0j,0j,0j,0j,(0.4201467649833811+0j),(-0.34029352996676215+0j),0j,0j,(-0.34029352996676215+0j),(0.4201467649833811+0j),0j,0j,0j,0j,(0.07985323501661896+0j)
14435,(0.17807583827531867+0j),0j,0j,0j,0j,(0.32192416172468136+0j),(-0.14384832344936269+0j),0j,0j,(-0.14384832344936269+0j),(0.32192416172468136+0j),0j,0j,0j,0j,(0.17807583827531867+0j)
14436,(0.05261449379703417+0j),0j,0j,0j,0j,(0.4473855062029658+0j),(-0.3947710124059316+0j),0j,0j,(-0.3947710124059316+0j),(0.4473855062029658+0j),0j,0j,0j,0j,(0.05261449379703417+0j)
14437,(0.29779586792361545+0j),0j,0j,0j,0j,(0.20220413207638455+0j),(0.09559173584723091+0j),0j,0j,(0.09559173584723091+0j),(0.20220413207638455+0j),0j,0j,0j,0j,(0.29779586792361545+0j)
14438,(0.08514203380648529+0j),0j,0j,0j,0j,(0.4148579661935147+0j),(-0.32971593238702945+0j),0j,0j,(-0.32971593238702945+0j),(0.4148579661935147+0j),0j,0j,0j,0j,(0.08514203380648529+0j)
14439,(0.25775799667238025+0j),0j,0j,0j,0j,(0.24224200332761972+0j),(0.01551599334476054+0j),0j,0j,(0.01551599334476054+0j),(0.24224200332761972+0j),0j,0j,0j,0j,(0.25775799667238025+0j)
14440,(0.18547975524934965+0j),0j,0j,0j,0j,(0.3145202447506503+0j),(-0.12904048950130065+0j),0j,0j,(-0.12904048950130065+0j),(0.3145202447506503+0j),0j,0j,0j,0j,(0.18547975524934965+0j)
14441,(0.25768375297596613+0j),0j,0j,0j,0j,(0.2423162470240339+0j),(0.015367505951932182+0j),0j,0j,(0.015367505951932182+0j),(0.2423162470240339+0j),0j,0j,0j,0j,(0.25768375297596613+0j)
14442,(0.26493324519208933+0j),0j,0j,0j,0j,(0.23506675480791064+0j),(0.029866490384178695+0j),0j,0j,(0.029866490384178695+0j),(0.23506675480791064+0j),0j,0j,0j,0j,(0.26493324519208933+0j)
14443,(0.022869773624989112+0j),0j,0j,0j,0j,(0.47713022637501096+0j),(-0.45426045275002186+0j),0j,0j,(-0.45426045275002186+0j),(0.47713022637501096+0j),0j,0j,0j,0j,(0.022869773624989112+0j)
14444,(0.24764560893160925+0j),0j,0j,0j,0j,(0.25235439106839075+0j),(-0.0047087821367814975+0j),0j,0j,(-0.0047087821367814975+0j),(0.25235439106839075+0j),0j,0j,0j,0j,(0.24764560893160925+0j)
14445,(0.15846918922695566+0j),0j,0j,0j,0j,(0.3415308107730443+0j),(-0.18306162154608865+0j),0j,0j,(-0.18306162154608865+0j),(0.3415308107730443+0j),0j,0j,0j,0j,(0.15846918922695566+0j)
14446,(0.11188125019874674+0j),0j,0j,0j,0j,(0.38811874980125327+0j),(-0.27623749960250654+0j),0j,0j,(-0.27623749960250654+0j),(0.38811874980125327+0j),0j,0j,0j,0j,(0.11188125019874674+0j)
14447,(0.2389863381983527+0j),0j,0j,0j,0j,(0.26101366180164737+0j),(-0.0220273236032947+0j),0j,0j,(-0.0220273236032947+0j),(0.26101366180164737+0j),0j,0j,0j,0j,(0.2389863381983527+0j)
14448,(0.07433223894655631+0j),0j,0j,0j,0j,(0.4256677610534437+0j),(-0.3513355221068874+0j),0j,0j,(-0.3513355221068874+0j),(0.4256677610534437+0j),0j,0j,0j,0j,(0.07433223894655631+0j)
14449,(0.07743600058596344+0j),0j,0j,0j,0j,(0.42256399941403655+0j),(-0.3451279988280731+0j),0j,0j,(-0.3451279988280731+0j),(0.42256399941403655+0j),0j,0j,0j,0j,(0.07743600058596344+0j)
14450,(0.12665229054906507+0j),0j,0j,0j,0j,(0.3733477094509349+0j),(-0.2466954189018698+0j),0j,0j,(-0.2466954189018698+0j),(0.3733477094509349+0j),0j,0j,0j,0j,(0.12665229054906507+0j)
14451,(0.01698728678842435+0j),0j,0j,0j,0j,(0.4830127132115757+0j),(-0.4660254264231513+0j),0j,0j,(-0.4660254264231513+0j),(0.4830127132115757+0j),0j,0j,0j,0j,(0.01698728678842435+0j)
14452,(0.2670614276547125+0j),0j,0j,0j,0j,(0.23293857234528742+0j),(0.034122855309425125+0j),0j,0j,(0.034122855309425125+0j),(0.23293857234528742+0j),0j,0j,0j,0j,(0.2670614276547125+0j)
14453,(0.13363994896828363+0j),0j,0j,0j,0j,(0.36636005103171637+0j),(-0.23272010206343274+0j),0j,0j,(-0.23272010206343274+0j),(0.36636005103171637+0j),0j,0j,0j,0j,(0.13363994896828363+0j)
14454,(0.12880913951572043+0j),0j,0j,0j,0j,(0.37119086048427963+0j),(-0.2423817209685592+0j),0j,0j,(-0.2423817209685592+0j),(0.37119086048427963+0j),0j,0j,0j,0j,(0.12880913951572043+0j)
14455,(0.29094296838983424+0j),0j,0j,0j,0j,(0.20905703161016576+0j),(0.08188593677966849+0j),0j,0j,(0.08188593677966849+0j),(0.20905703161016576+0j),0j,0j,0j,0j,(0.29094296838983424+0j)
14456,(0.2609387141647073+0j),0j,0j,0j,0j,(0.23906128583529276+0j),(0.02187742832941453+0j),0j,0j,(0.02187742832941453+0j),(0.23906128583529276+0j),0j,0j,0j,0j,(0.2609387141647073+0j)
14457,(0.23349338429979605+0j),0j,0j,0j,0j,(0.26650661570020395+0j),(-0.033013231400407905+0j),0j,0j,(-0.033013231400407905+0j),(0.26650661570020395+0j),0j,0j,0j,0j,(0.23349338429979605+0j)
14458,(0.28699817390618826+0j),0j,0j,0j,0j,(0.21300182609381177+0j),(0.07399634781237649+0j),0j,0j,(0.07399634781237649+0j),(0.21300182609381177+0j),0j,0j,0j,0j,(0.28699817390618826+0j)
14459,(0.2967253578320355+0j),0j,0j,0j,0j,(0.20327464216796445+0j),(0.09345071566407107+0j),0j,0j,(0.09345071566407107+0j),(0.20327464216796445+0j),0j,0j,0j,0j,(0.2967253578320355+0j)
14460,(0.036187273360643514+0j),0j,0j,0j,0j,(0.46381272663935647+0j),(-0.42762545327871293+0j),0j,0j,(-0.42762545327871293+0j),(0.46381272663935647+0j),0j,0j,0j,0j,(0.036187273360643514+0j)
14461,(0.007236480781808324+0j),0j,0j,0j,0j,(0.4927635192181916+0j),(-0.4855270384363833+0j),0j,0j,(-0.4855270384363833+0j),(0.4927635192181916+0j),0j,0j,0j,0j,(0.007236480781808324+0j)
14462,(0.28844661813728195+0j),0j,0j,0j,0j,(0.21155338186271805+0j),(0.07689323627456394+0j),0j,0j,(0.07689323627456394+0j),(0.21155338186271805+0j),0j,0j,0j,0j,(0.28844661813728195+0j)
14463,(0.19266906203346057+0j),0j,0j,0j,0j,(0.3073309379665395+0j),(-0.11466187593307894+0j),0j,0j,(-0.11466187593307894+0j),(0.3073309379665395+0j),0j,0j,0j,0j,(0.19266906203346057+0j)
14464,(0.31472007942663294+0j),0j,0j,0j,0j,(0.18527992057336706+0j),(0.12944015885326587+0j),0j,0j,(0.12944015885326587+0j),(0.18527992057336706+0j),0j,0j,0j,0j,(0.31472007942663294+0j)
14465,(0.26652702235511866+0j),0j,0j,0j,0j,(0.2334729776448813+0j),(0.03305404471023735+0j),0j,0j,(0.03305404471023735+0j),(0.2334729776448813+0j),0j,0j,0j,0j,(0.26652702235511866+0j)
14466,(0.10394149353035423+0j),0j,0j,0j,0j,(0.39605850646964585+0j),(-0.29211701293929165+0j),0j,0j,(-0.29211701293929165+0j),(0.39605850646964585+0j),0j,0j,0j,0j,(0.10394149353035423+0j)
14467,(0.09019348362670732+0j),0j,0j,0j,0j,(0.40980651637329274+0j),(-0.3196130327465854+0j),0j,0j,(-0.3196130327465854+0j),(0.40980651637329274+0j),0j,0j,0j,0j,(0.09019348362670732+0j)
14468,(0.14190139579500438+0j),0j,0j,0j,0j,(0.35809860420499556+0j),(-0.21619720840999118+0j),0j,0j,(-0.21619720840999118+0j),(0.35809860420499556+0j),0j,0j,0j,0j,(0.14190139579500438+0j)
14469,(0.3097429206164775+0j),0j,0j,0j,0j,(0.1902570793835224+0j),(0.11948584123295512+0j),0j,0j,(0.11948584123295512+0j),(0.1902570793835224+0j),0j,0j,0j,0j,(0.3097429206164775+0j)
14470,(0.14858573625334714+0j),0j,0j,0j,0j,(0.35141426374665286+0j),(-0.2028285274933057+0j),0j,0j,(-0.2028285274933057+0j),(0.35141426374665286+0j),0j,0j,0j,0j,(0.14858573625334714+0j)
14471,(0.27302040024037816+0j),0j,0j,0j,0j,(0.22697959975962181+0j),(0.04604080048075636+0j),0j,0j,(0.04604080048075636+0j),(0.22697959975962181+0j),0j,0j,0j,0j,(0.27302040024037816+0j)
14472,(0.2833730823925616+0j),0j,0j,0j,0j,(0.21662691760743844+0j),(0.06674616478512316+0j),0j,0j,(0.06674616478512316+0j),(0.21662691760743844+0j),0j,0j,0j,0j,(0.2833730823925616+0j)
14473,(0.23710475552031027+0j),0j,0j,0j,0j,(0.26289524447968976+0j),(-0.025790488959379486+0j),0j,0j,(-0.025790488959379486+0j),(0.26289524447968976+0j),0j,0j,0j,0j,(0.23710475552031027+0j)
14474,(0.22281492714136442+0j),0j,0j,0j,0j,(0.27718507285863564+0j),(-0.054370145717271244+0j),0j,0j,(-0.054370145717271244+0j),(0.27718507285863564+0j),0j,0j,0j,0j,(0.22281492714136442+0j)
14475,(0.16534468137904848+0j),0j,0j,0j,0j,(0.3346553186209515+0j),(-0.169310637241903+0j),0j,0j,(-0.169310637241903+0j),(0.3346553186209515+0j),0j,0j,0j,0j,(0.16534468137904848+0j)
14476,(0.18319285245023567+0j),0j,0j,0j,0j,(0.3168071475497643+0j),(-0.13361429509952863+0j),0j,0j,(-0.13361429509952863+0j),(0.3168071475497643+0j),0j,0j,0j,0j,(0.18319285245023567+0j)
14477,(0.25076740071702397+0j),0j,0j,0j,0j,(0.24923259928297603+0j),(0.0015348014340479388+0j),0j,0j,(0.0015348014340479388+0j),(0.24923259928297603+0j),0j,0j,0j,0j,(0.25076740071702397+0j)
14478,(0.21098170923863047+0j),0j,0j,0j,0j,(0.2890182907613695+0j),(-0.07803658152273898+0j),0j,0j,(-0.07803658152273898+0j),(0.2890182907613695+0j),0j,0j,0j,0j,(0.21098170923863047+0j)
